Channel	ROC	FEB	FEBchannel
1918	2	1	63
1919	2	3	63
1920	2	2	0
1921	2	4	0
1922	2	2	1
1923	2	4	1
1924	2	2	2
1925	2	4	2
1926	2	2	3
1927	2	4	3
1928	2	2	4
1929	2	4	4
1930	2	2	5
1931	2	4	5
1932	2	2	6
1933	2	4	6
1934	2	2	7
1935	2	4	7
1936	2	2	8
1937	2	4	8
1938	2	2	9
1939	2	4	9
1940	2	2	10
1941	2	4	10
1942	2	2	11
1943	2	4	11
1944	2	2	12
1945	2	4	12
1946	2	2	13
1947	2	4	13
1948	2	2	14
1949	2	4	14
1950	2	2	15
1951	2	4	15
1952	2	2	16
1953	2	4	16
1954	2	2	17
1955	2	4	17
1956	2	2	18
1957	2	4	18
1958	2	2	19
1959	2	4	19
1960	2	2	20
1961	2	4	20
1962	2	2	21
1963	2	4	21
1964	2	2	22
1965	2	4	22
1966	2	2	23
1967	2	4	23
1968	2	2	24
1969	2	4	24
1970	2	2	25
1971	2	4	25
1972	2	2	26
1973	2	4	26
1974	2	2	27
1975	2	4	27
1976	2	2	28
1977	2	4	28
1978	2	2	29
1979	2	4	29
1980	2	2	30
1981	2	4	30
1982	2	2	31
1983	2	4	31
1984	2	2	32
1985	2	4	32
1986	2	2	33
1987	2	4	33
1988	2	2	34
1989	2	4	34
1990	2	2	35
1991	2	4	35
1992	2	2	36
1993	2	4	36
1994	2	2	37
1995	2	4	37
1996	2	2	38
1997	2	4	38
1998	2	2	39
1999	2	4	39
2000	2	2	40
2001	2	4	40
2002	2	2	41
2003	2	4	41
2004	2	2	42
2005	2	4	42
2006	2	2	43
2007	2	4	43
2008	2	2	44
2009	2	4	44
2010	2	2	45
2011	2	4	45
2012	2	2	46
2013	2	4	46
2014	2	2	47
2015	2	4	47
2016	2	2	48
2017	2	4	48
2018	2	2	49
2019	2	4	49
2020	2	2	50
2021	2	4	50
2022	2	2	51
2023	2	4	51
2024	2	2	52
2025	2	4	52
2026	2	2	53
2027	2	4	53
2028	2	2	54
2029	2	4	54
2030	2	2	55
2031	2	4	55
2032	2	2	56
2033	2	4	56
2034	2	2	57
2035	2	4	57
2036	2	2	58
2037	2	4	58
2038	2	2	59
2039	2	4	59
2040	2	2	60
2041	2	4	60
2042	2	2	61
2043	2	4	61
2044	2	2	62
2045	2	4	62
2046	2	2	63
2047	2	4	63
