TABLE CRVSiPM
#channel,pedestal,calibPulseHeight,calibPulseArea
308,2031.71,17.8666,503.653
309,2056.74,12.8665,368.899
310,2058.11,17.2844,493.258
311,2048,12.9923,373.85
312,2048.48,17.7781,518.94
313,2038.97,13.315,386.324
314,2045.29,17.8682,561.902
315,2045.01,13.3559,408.425
316,2052.05,17.6483,519.367
317,2042.07,13.1114,382.122
318,2048.42,18.1515,516.877
319,2040.27,14.2338,408.409
320,2035.5,16.2667,479.687
321,2055.97,15.4751,442.254
322,2029,16.2987,481.582
323,2060.11,15.8749,450.972
324,2042.88,16.1802,468.385
325,2047.97,14.7348,411.302
326,2050.56,15.8767,462.193
327,2044.76,16.5569,455.335
328,2046.24,17.0959,532.856
329,2039.26,15.2734,440.474
330,2050.42,17.0588,561.264
331,2044.68,16.2421,462.6
332,2048.79,15.9382,490.145
333,2047.86,16.0472,454.637
334,2046.32,16.2691,485.25
335,2051,16.3056,464.254
336,2043.9,15.9554,500.745
337,2038.06,14.887,431.08
338,2047.11,16.0739,488.496
339,2047.81,14.642,420.871
340,2044.84,15.417,439.577
341,2034.27,14.6235,419.735
342,2046.14,15.539,447.817
343,2046.67,14.5291,417.962
344,2041.91,15.8494,452.794
345,2041.28,14.2283,417.556
346,2050.83,15.389,458.433
347,2065.88,14.092,416.478
348,2033.89,16.4173,462.624
349,2043.99,14.297,415.017
350,2032.51,16.2234,475.294
351,2044.45,14.6393,418.946
352,2039.01,14.4208,428.288
353,2041.98,15.1301,428.303
354,2055.12,15.1566,437.746
355,2051.15,14.8614,428.579
356,2040.91,14.3972,414.719
357,2036.03,15.1706,413.671
358,2035.34,15.2086,438.604
359,2039.86,14.7404,411.035
360,2037.26,15.7651,512.89
361,2053.67,15.1628,438.444
362,2053.17,15.7087,548.483
363,2038.14,14.7837,428.274
364,2052.96,15.3554,460.742
365,2034.97,14.5649,419.958
366,2052.48,16.0333,488.545
367,2041.82,14.8826,415.08
368,2050.25,15.489,444.637
369,2056.18,16.0366,457.182
370,2038.37,15.0844,443.463
371,2045.12,15.6391,446.765
372,2037.9,15.3501,438.319
373,2052.94,15.8117,447.7
374,2011.87,16.3917,460.921
375,2033.03,16.1701,444.25
376,2034.74,16.0387,456.87
377,2042.11,16.1792,459.751
378,2051.88,15.2926,441.72
379,2050.86,16.5266,464.923
380,2058.28,16.2411,455.703
381,2044.27,15.617,443.54
382,2033.63,15.5566,443.623
383,2049.51,16.0095,449.477
384,2049.89,15.266,434.303
385,2050.9,15.5717,437.013
386,2055.56,14.88,424.705
387,2034.98,15.5122,426.15
388,2052.45,15.1651,424.252
389,2052.91,15.8397,418.978
390,2065.93,14.2389,359.218
391,2053.08,16.0009,393.57
392,2049.45,15.6726,480.96
393,2040.44,15.9811,453.255
394,2060.91,15.8188,448.953
395,2050.47,15.7543,446.701
396,2027.16,14.606,423.07
397,2041.3,15.5412,431.595
398,2045.11,15.1722,428.562
399,2044.94,15.9414,420.35
400,2038.47,17.9342,528.081
401,2061.23,19.799,551.586
402,2055.22,18.7616,545.55
403,2043.61,18.8072,536.401
404,2044.9,17.9209,495.353
405,2055.38,19.7815,550.649
406,2061.66,18.4797,504.618
407,2057.54,18.6458,529.18
408,2052.98,19.1778,555.013
409,2033.24,18.5124,533.322
410,2060.29,18.8876,530.649
411,2049.42,18.6707,527.561
412,2056.5,18.6729,508.568
413,2051.53,18.2299,524.78
414,2047.26,19.013,523.313
415,2051.37,18.3556,515.363
416,2046.53,17.9425,528.353
417,2042.31,15.0199,438.612
418,2050.62,17.6382,520.082
419,2037.67,14.7688,430.313
420,2060.69,17.7803,513.939
421,2041.37,14.7522,420.092
422,2064.91,19.4159,537.314
423,2061.47,14.7334,378.076
424,2046.26,19.9113,558.091
425,2041.91,14.8198,432.333
426,2059.67,19.8421,564.597
427,2050.28,14.9661,442.65
428,2066.08,18.4769,518.358
429,2034.39,14.6895,416.641
430,2039.84,19.32,542.409
431,2055.05,15.3154,420.427
432,2050.9,14.915,442.186
433,2050.35,15.278,447.006
434,2046.68,14.4031,430.295
435,2039.05,15.0839,437.966
436,2052.04,14.4484,425.119
437,2047.69,15.6432,446.425
438,2038,15.9829,452.375
439,2038.72,15.6073,441.382
440,2042.8,14.2641,418.307
441,2054.14,16.9739,477.343
442,2038.75,14.8015,430.17
443,2043.21,15.683,454.55
444,2045.17,14.1565,407.653
445,2040.2,15.6058,431.55
446,2058.85,14.9631,436.218
447,2048.96,15.2224,426.664
448,2054.26,16.6538,467.062
449,2048.57,14.8711,426.148
450,2052.2,17.4754,485.652
451,2056.74,15.1528,439.15
452,2042.54,16.7013,457.829
453,2056.74,14.4937,426.932
454,2045.52,16.1152,454.161
455,2033.15,15.0971,431.65
456,2041.96,16.6521,471.849
457,2057.59,15.0402,439.195
458,2028.47,15.812,463.647
459,2045.71,15.0017,438.148
460,2056.87,17.239,478.268
461,2036.49,14.5971,427.394
462,2056.02,16.449,464.698
463,2060.14,15.2552,426.86
464,2047.78,16.2682,480.919
465,2041.63,15.3745,430.641
466,2034.1,17.4093,514.94
467,2053.75,15.6558,444.845
468,2037.44,16.5186,463.998
469,2044.46,15.9278,436.005
470,2044.03,17.1553,470.377
471,2049.89,15.2926,429.391
472,2061.27,17.312,480.735
473,2054.24,15.508,445.502
474,2063.01,16.7965,484.239
475,2061.37,15.4655,440.298
476,2064.91,16.4465,464.592
477,2046.95,15.307,429.328
478,2035.65,17.0608,467.875
479,2049.55,16.114,449.085
480,2050.35,16.4342,455.966
481,2052.94,16.2619,462.785
482,2051.18,15.4661,429.635
483,2058.76,16.5047,464.784
484,2056.24,15.4215,432.961
485,2053.87,16.0741,450.574
486,2056.95,15.3985,431.449
487,2048.59,15.5348,447.156
488,2059.06,15.1731,435.326
489,2049.44,15.3604,451.141
490,2036.53,16.1862,445.431
491,2051.7,16.7796,474.99
492,2042.8,15.9571,435.341
493,2047.68,17.0647,471.684
494,2067.92,15.0415,420.342
495,2048.91,15.9399,452.504
496,2053.11,15.227,445.333
497,2053.32,16.5007,473.039
498,2044.45,15.7051,446.879
499,2058.07,16.6199,471.521
500,2042.98,15.4344,434.767
501,2058.01,16.7861,472.977
502,2043.37,16.3522,453.787
503,2041.17,16.4768,457.814
504,2032.23,15.5404,448.558
505,2035.43,16.7127,472.949
506,2035.44,15.163,441.709
507,2037.67,15.6607,462.133
508,2032.89,15.9482,446.559
509,2030.24,16.9846,478.056
510,2038.24,15.394,444.445
511,2045.73,17.5203,497.137
512,2047.52,15.7911,462.844
513,2048.17,14.641,412.092
514,2040.23,14.9338,418.643
515,2048.93,13.7099,387.703
516,2032.16,15.2438,426.534
517,2050.91,14.5409,409.502
518,2058.24,14.5581,371.1
519,2052.5,14.5856,366.057
520,2041.63,14.4309,418.265
521,2054.49,14.2279,412.447
522,2056.24,15.0219,428.775
523,2049.79,14.1404,402.886
524,2052.64,14.9272,406.054
525,2043.88,14.8495,410.841
526,2053.36,15.8263,425.976
527,2046.95,13.9669,396.971
528,2036.64,16.7626,475.535
529,2049.74,14.6928,424.919
530,2030.53,16.9536,490.077
531,2063.02,15.6675,447.191
532,2038.67,16.4145,449.527
533,2050.43,14.5852,417.612
534,2037.67,17.0521,467.177
535,2039.75,16.0204,431.763
536,2046.01,16.9502,472.506
537,2033.97,16.0924,454.426
538,2066.39,17.1723,510.133
539,2057,15.1666,436.681
540,2072.76,16.6353,446.761
541,2059.8,15.2935,422.872
542,2031.7,16.6585,458.502
543,2053.28,15.1566,408.431
544,2048.77,15.2063,432.617
545,2059.15,15.4911,434.549
546,2032.35,15.3483,446.175
547,2046.22,14.7925,435.531
548,2028.81,15.2244,422.476
549,2054.69,14.972,405.829
550,2031.59,15.9781,421.772
551,2051.58,14.7521,404.944
552,2054.79,15.4934,465.49
553,2052.03,15.3261,435.442
554,2046.72,16.39,475.124
555,2056.66,14.4877,423.351
556,2037.04,15.3778,434.856
557,2050.49,15.3985,433.869
558,2055.68,15.742,437.689
559,2057.79,15.1556,415.366
560,2054.52,17.1991,508.914
561,2047.33,15.2857,438.509
562,2051.26,16.8849,541.588
563,2049.9,15.1432,429.374
564,2030.92,17.1886,491.57
565,2054.62,14.9635,428.704
566,2050.5,16.986,470.945
567,2051.77,15.281,425.098
568,2053.46,17.9923,520.742
569,2045.88,15.4636,435.12
570,2048.69,16.1041,478.325
571,2061.07,14.8006,434.502
572,2055.99,16.6916,474.945
573,2042.83,14.6256,416.498
574,2056.84,16.7907,478.919
575,2052.51,15.2141,427.654
576,2034.34,15.3165,440.691
577,2049.02,15.4249,450.955
578,2055.44,16.0714,462.771
579,2038.36,16.0009,462.021
580,2041.58,15.8567,442.852
581,2040.2,15.4216,440.782
582,2042.99,16.1292,448.872
583,2065.84,16.1637,457.282
584,2038.53,15.6743,450.064
585,2045.62,15.7874,453.636
586,2060.78,15.3278,447.419
587,2045.86,16.0997,463.096
588,2043.68,15.4499,418.846
589,2055.4,15.5896,451.94
590,2023.94,14.7331,413.578
591,2046.33,16.032,450.82
592,2043.89,15.5148,450.813
593,2056.63,15.4543,443.97
594,2045.41,14.8938,433.796
595,2039.63,15.1784,438.491
596,2054.27,14.7295,424.735
597,2043.64,14.9674,432.971
598,2046.45,15.3643,435.86
599,2042.58,15.2204,429.937
600,2054.19,15.7155,453.539
601,2044.64,15.36,435.688
602,2059.67,15.5076,446.967
603,2043.25,15.7938,453.419
604,2052.95,14.893,421.657
605,2033.68,14.2343,425.295
606,2036.01,13.9909,384.43
607,2040.03,15.9712,446.946
608,2032.95,12.2844,353.587
609,2038.53,16.7465,510.977
610,2048.72,12.0518,414.626
611,2046.44,16.8473,475.94
612,2021.66,12.9526,390.371
613,2045.39,16.5482,460.996
614,2037.46,13.4141,383.163
615,2065.06,16.8329,489.271
616,2051.54,12.8845,373.447
617,2051.69,17.4527,518.92
618,2034.39,13.0999,390.832
619,2039.62,16.0052,471.38
620,2051.15,12.4589,360.984
621,2052.78,16.5887,463.902
622,2041.02,12.976,359.92
623,2058.74,16.5347,458.558
624,2038.03,12.8056,372.895
625,2045.27,13.2124,387.159
626,2040.49,12.453,364.307
627,2053.64,12.9353,380.347
628,2045.63,12.3668,348.69
629,2035.18,13.3122,376.741
630,2043.28,12.9236,361.491
631,2039.07,13.03,367.479
632,2040.21,13.0658,377.632
633,2023.15,12.8518,373.181
634,2045.21,12.453,358.617
635,2039.13,12.9444,382.706
636,2034.38,12.347,356.245
637,2037.8,12.4945,364.287
638,2044.88,12.1875,348.499
639,2051.59,13.1938,390.784
640,2041,16.5822,478.602
641,2046.29,14.9679,436.277
642,2047.93,16.6281,465.148
643,2040.82,14.4755,400.523
644,2057.81,16.4928,439.784
645,2025.19,14.293,388.431
646,2051.32,17.0244,436.126
647,2031.13,14.7924,357.74
648,2046.19,17.4765,493.9
649,2044.74,15.6528,454.693
650,2041.81,16.2249,474.585
651,2054.03,15.2127,442.319
652,2051.1,15.8903,456.317
653,2035.17,14.4473,417.434
654,2048.92,15.7969,431.776
655,2041.39,13.9606,407.235
656,2059.35,16.3599,477.332
657,2026.72,17.2127,513.413
658,2038.81,15.9747,472.448
659,2045.5,15.5645,481.289
660,2039.96,16.2895,471.216
661,2048.09,16.8147,496.326
662,2056.6,16.3789,456.306
663,2042.46,16.9003,477.607
664,2040.55,16.7438,493.331
665,2040.18,16.0033,472.72
666,2043.32,16.4602,479.692
667,2055.31,16.3848,496.581
668,2050.03,16.5392,477.833
669,2031.66,15.2771,461.979
670,2045.48,16.9295,485.714
671,2041.42,15.8967,467.644
672,2044.78,15.2593,444.965
673,2043.08,15.6318,449.969
674,2045.45,15.7961,450.491
675,2042.08,14.4717,423.611
676,2044.43,15.8013,438.543
677,2024.2,15.7154,435.661
678,2038.15,15.8197,438.853
679,2059.9,14.4515,407.878
680,2061.59,16.1205,479.176
681,2046.86,15.9356,467.906
682,2051.34,15.3604,446.701
683,2060.52,14.7858,437.507
684,2061.72,14.9798,433.621
685,2045.99,15.5868,446.677
686,2030.11,15.2179,437.114
687,2043.14,15.2794,449.126
688,2047.19,14.8339,439.418
689,2044.73,16.8194,481.462
690,2043.2,14.4641,422.434
691,2042.69,16.798,477.72
692,2066.47,14.9221,430.048
693,2052.59,17.0467,483.876
694,2051.14,15.2087,429.536
695,2052.51,16.466,469.421
696,2036.36,15.4159,446.176
697,2043.75,16.2774,481.136
698,2052.11,15.5054,444.288
699,2038.76,15.7707,468.147
700,2051.26,15.831,456.724
701,2040.61,17.0118,476.584
702,2056.29,15.2728,431.597
703,2046.8,16.099,476.667
704,2055.66,14.5876,417.22
705,2039.3,17.3252,496.555
706,2045.41,14.1563,407.964
707,2026.08,15.9067,467.167
708,2046.49,14.3884,400.878
709,2042.28,17.1767,487.837
710,2047.44,13.844,398.014
711,2049.07,16.191,471.486
712,2053.22,14.353,413.66
713,2034.78,17.2218,494.56
714,2047.53,13.3568,393.187
715,2040.05,15.5525,458.563
716,2044.01,14.3752,409.9
717,2060.96,16.6011,486.711
718,2043.53,12.6652,372.939
719,2061.6,17.1087,500.427
720,2057.61,15.3686,447.856
721,2054.56,16.1011,478.157
722,2037.22,15.2724,439.752
723,2042.66,17.3708,500.726
724,2035.71,14.3885,409.764
725,2046.4,16.8235,484.927
726,2037.01,14.7484,413.711
727,2041.92,16.6233,470.405
728,2055.21,15.9216,467.849
729,2055.36,17.217,497.424
730,2037.3,15.5609,453.386
731,2038.65,17.3535,495.664
732,2037.26,14.9519,440.705
733,2041.21,15.9461,463.865
734,2039.7,15.9082,459.491
735,2046.56,16.9869,485.166
736,2032.37,12.4656,439.091
737,2052.87,14.5894,428.623
738,2051.72,13.1191,472.812
739,2048.57,15.2014,443.071
740,2055.65,12.247,362.566
741,2043.86,14.1261,408.092
742,2037.14,12.7336,364.883
743,2047.69,14.3487,419.419
744,2054.36,12.1907,370.111
745,2063.32,14.7632,428.919
746,2054.84,12.4448,360.522
747,2040.45,14.6132,426.172
748,2054.75,11.4404,333.943
749,2050.3,14.2912,415.525
750,2049,12.1525,349.932
751,2069.92,14.2497,423.391
752,2050.65,16.4557,481.186
753,2046.55,13.6645,394.381
754,2038.34,15.3026,448.949
755,2046.38,13.3697,389.651
756,2047.76,15.4852,442.263
757,2044.67,12.939,375.953
758,2044.61,15.6513,448.304
759,2040.9,12.8085,365.729
760,2031.88,15.8882,465.607
761,2047.88,13.5927,390.7
762,2050.11,15.9477,469.707
763,2043.56,13.3833,389.087
764,2044.27,15.2115,447.997
765,2037.25,13.6264,392.667
766,2038.59,15.3916,448.216
767,2042.88,13.1364,386.211
768,2047.9,14.5986,415.471
769,2035.31,18.4007,526.663
770,2029.84,14.2491,386.549
771,2040.11,18.3429,511.148
772,2028.02,14.6811,389.761
773,2043.21,18.0963,507.489
774,2039.96,13.3244,320.366
775,2037.59,17.2999,434.401
776,2039.92,14.7633,419.947
777,2048.19,17.5157,506.066
778,2046.16,15.0285,427.106
779,2049.11,17.6262,508.767
780,2043.61,13.475,368.049
781,2045.28,18.6389,506.494
782,2059.15,14.4277,374.539
783,2045.75,17.6531,489.999
784,2062.08,16.2186,450.242
785,2026.37,15.8748,457.946
786,2037.49,16.5243,467.779
787,2032.44,16.4103,465.768
788,2040.77,15.0912,425.629
789,2036.31,15.8739,437.349
790,2062.02,15.552,440.955
791,2053.57,15.6544,414.128
792,2058.14,14.9742,463.337
793,2049.5,16.5193,466.779
794,2033.71,15.6514,463.128
795,2043.83,16.1158,463.556
796,2048.47,15.6024,433.56
797,2054.79,15.6641,453.976
798,2043.82,15.8524,435.644
799,2031.98,16.6735,465.244
800,2052.13,17.5206,489.466
801,2054.39,14.6217,430.481
802,2031.19,17.4989,490.732
803,2042.54,15.1578,435.865
804,2045.77,17.1794,472.025
805,2045.91,15.4256,442.138
806,2044.67,17.0693,458.148
807,2038.66,14.9821,419.007
808,2049.04,17.7758,488.184
809,2049.9,15.0083,438.626
810,2053.41,16.7417,480.846
811,2052.83,14.9399,442.066
812,2063.75,17.4172,478.252
813,2038.21,15.3573,438.145
814,2052.63,16.3896,461.628
815,2052.86,14.7239,417.094
816,2050.97,17.3189,478.598
817,2037.83,15.1842,434.49
818,2034.77,17.3389,482.841
819,2048.87,14.6582,426.492
820,2049.97,17.5301,479.532
821,2042.57,15.0734,428.689
822,2035.22,17.3974,474.213
823,2041.24,14.7931,421.642
824,2042.09,17.7045,597.784
825,2037.9,15.4254,444.855
826,2057.63,18.218,489.513
827,2042.82,14.739,428.945
828,2048.77,17.838,486.934
829,2043.35,15.4044,441.705
830,2038.84,17.4456,481.983
831,2036.51,15.1384,434.237
832,2044.63,15.5082,434.603
833,2028.03,16.4877,474.757
834,2068.45,15.1201,430.056
835,2038.09,16.4534,478.081
836,2053.83,15.4244,440.077
837,2044.01,16.6703,464.892
838,2059.02,14.7908,418.341
839,2039.85,16.105,472.228
840,2053.65,14.9918,429.708
841,2026.02,16.0183,466.208
842,2061.72,15.4235,447.946
843,2047.37,16.5332,474.707
844,2043.58,15.2412,432.255
845,2038.59,15.9247,459.686
846,2052.08,14.8668,429.606
847,2044.22,16.2803,469.046
848,2037.94,16.9557,492.256
849,2047.51,17.3198,490.76
850,2048.22,16.7137,488.75
851,2036.55,16.6866,484.595
852,2045.21,15.2787,461.602
853,2034.96,17.3716,488.39
854,2028.96,17.1651,482.166
855,2049.14,16.6991,466.657
856,2040.8,16.0837,487.526
857,2043.34,17.2417,494.4
858,2051.05,17.2396,496.364
859,2039.05,16.7178,488.077
860,2049.07,16.406,481.742
861,2053.55,17.1289,485.476
862,2037.27,16.7693,477.018
863,2051.71,19.2462,526.331
864,2041.06,17.3474,497.78
865,2040.54,14.6816,429.303
866,2039.82,17.7766,507.089
867,2042.88,14.1435,418.216
868,2038.08,18.1377,507.44
869,2045.89,13.4831,400.751
870,2045.67,17.7275,505.317
871,2037.17,14.5268,420.601
872,2045.68,17.9926,508.815
873,2046.12,13.7404,415.333
874,2067.63,17.439,503.325
875,2043.75,14.3588,421.969
