Channel	ROC	FEB	FEBchannel
0	1	6	63
2	1	6	62
4	1	6	61
6	1	6	60
8	1	6	59
10	1	6	58
12	1	6	57
14	1	6	56
16	1	6	55
18	1	6	54
20	1	6	53
22	1	6	52
24	1	6	51
26	1	6	50
28	1	6	49
30	1	6	48
32	1	6	47
34	1	6	46
36	1	6	45
38	1	6	44
40	1	6	43
42	1	6	42
44	1	6	41
46	1	6	40
48	1	6	39
50	1	6	38
52	1	6	37
54	1	6	36
56	1	6	35
58	1	6	34
60	1	6	33
62	1	6	32
64	1	6	31
66	1	6	30
68	1	6	29
70	1	6	28
72	1	6	27
74	1	6	26
76	1	6	25
78	1	6	24
80	1	6	23
82	1	6	22
84	1	6	21
86	1	6	20
88	1	6	19
90	1	6	18
92	1	6	17
94	1	6	16
96	1	6	15
98	1	6	14
100	1	6	13
102	1	6	12
104	1	6	11
106	1	6	10
108	1	6	9
110	1	6	8
112	1	6	7
114	1	6	6
116	1	6	5
118	1	6	4
120	1	6	3
122	1	6	2
124	1	6	1
126	1	6	0
128	1	0	63
130	1	0	62
132	1	0	61
134	1	0	60
136	1	0	59
138	1	0	58
140	1	0	57
142	1	0	56
144	1	0	55
146	1	0	54
148	1	0	53
150	1	0	52
152	1	0	51
154	1	0	50
156	1	0	49
158	1	0	48
160	1	0	47
162	1	0	46
164	1	0	45
166	1	0	44
168	1	0	43
170	1	0	42
172	1	0	41
174	1	0	40
176	1	0	39
178	1	0	38
180	1	0	37
182	1	0	36
184	1	0	35
186	1	0	34
188	1	0	33
190	1	0	32
192	1	0	31
194	1	0	30
196	1	0	29
198	1	0	28
200	1	0	27
202	1	0	26
204	1	0	25
206	1	0	24
208	1	0	23
210	1	0	22
212	1	0	21
214	1	0	20
216	1	0	19
218	1	0	18
220	1	0	17
222	1	0	16
224	1	0	15
226	1	0	14
228	1	0	13
230	1	0	12
232	1	0	11
234	1	0	10
236	1	0	9
238	1	0	8
240	1	0	7
242	1	0	6
244	1	0	5
246	1	0	4
248	1	0	3
250	1	0	2
252	1	0	1
254	1	0	0
256	1	2	63
258	1	2	62
260	1	2	61
262	1	2	60
264	1	2	59
266	1	2	58
268	1	2	57
270	1	2	56
272	1	2	55
274	1	2	54
276	1	2	53
278	1	2	52
280	1	2	51
282	1	2	50
284	1	2	49
286	1	2	48
288	1	2	47
290	1	2	46
292	1	2	45
294	1	2	44
296	1	2	43
298	1	2	42
300	1	2	41
302	1	2	40
304	1	2	39
306	1	2	38
308	1	2	37
310	1	2	36
312	1	2	35
314	1	2	34
316	1	2	33
318	1	2	32
320	1	2	31
322	1	2	30
324	1	2	29
326	1	2	28
328	1	2	27
330	1	2	26
332	1	2	25
334	1	2	24
336	1	2	23
338	1	2	22
340	1	2	21
342	1	2	20
344	1	2	19
346	1	2	18
348	1	2	17
350	1	2	16
352	1	2	15
354	1	2	14
356	1	2	13
358	1	2	12
360	1	2	11
362	1	2	10
364	1	2	9
366	1	2	8
368	1	2	7
370	1	2	6
372	1	2	5
374	1	2	4
376	1	2	3
378	1	2	2
380	1	2	1
382	1	2	0
384	1	1	63
386	1	1	62
388	1	1	61
390	1	1	60
392	1	1	59
394	1	1	58
396	1	1	57
398	1	1	56
400	1	1	55
402	1	1	54
404	1	1	53
406	1	1	52
408	1	1	51
410	1	1	50
412	1	1	49
414	1	1	48
416	1	1	47
418	1	1	46
420	1	1	45
422	1	1	44
424	1	1	43
426	1	1	42
428	1	1	41
430	1	1	40
432	1	1	39
434	1	1	38
436	1	1	37
438	1	1	36
440	1	1	35
442	1	1	34
444	1	1	33
446	1	1	32
448	1	1	31
450	1	1	30
452	1	1	29
454	1	1	28
456	1	1	27
458	1	1	26
460	1	1	25
462	1	1	24
464	1	1	23
466	1	1	22
468	1	1	21
470	1	1	20
472	1	1	19
474	1	1	18
476	1	1	17
478	1	1	16
480	1	1	15
482	1	1	14
484	1	1	13
486	1	1	12
488	1	1	11
490	1	1	10
492	1	1	9
494	1	1	8
496	1	1	7
498	1	1	6
500	1	1	5
502	1	1	4
504	1	1	3
506	1	1	2
508	1	1	1
510	1	1	0
512	1	4	63
514	1	4	62
516	1	4	61
518	1	4	60
520	1	4	59
522	1	4	58
524	1	4	57
526	1	4	56
528	1	4	55
530	1	4	54
532	1	4	53
534	1	4	52
536	1	4	51
538	1	4	50
540	1	4	49
542	1	4	48
544	1	4	47
546	1	4	46
548	1	4	45
550	1	4	44
552	1	4	43
554	1	4	42
556	1	4	41
558	1	4	40
560	1	4	39
562	1	4	38
564	1	4	37
566	1	4	36
568	1	4	35
570	1	4	34
572	1	4	33
574	1	4	32
576	1	4	31
578	1	4	30
580	1	4	29
582	1	4	28
584	1	4	27
586	1	4	26
588	1	4	25
590	1	4	24
592	1	4	23
594	1	4	22
596	1	4	21
598	1	4	20
600	1	4	19
602	1	4	18
604	1	4	17
606	1	4	16
608	1	4	15
610	1	4	14
612	1	4	13
614	1	4	12
616	1	4	11
618	1	4	10
620	1	4	9
622	1	4	8
624	1	4	7
626	1	4	6
628	1	4	5
630	1	4	4
632	1	4	3
634	1	4	2
636	1	4	1
638	1	4	0
640	1	3	63
642	1	3	62
644	1	3	61
646	1	3	60
648	1	3	59
650	1	3	58
652	1	3	57
654	1	3	56
656	1	3	55
658	1	3	54
660	1	3	53
662	1	3	52
664	1	3	51
666	1	3	50
668	1	3	49
670	1	3	48
672	1	3	47
674	1	3	46
676	1	3	45
678	1	3	44
680	1	3	43
682	1	3	42
684	1	3	41
686	1	3	40
688	1	3	39
690	1	3	38
692	1	3	37
694	1	3	36
696	1	3	35
698	1	3	34
700	1	3	33
702	1	3	32
704	1	3	31
706	1	3	30
708	1	3	29
710	1	3	28
712	1	3	27
714	1	3	26
716	1	3	25
718	1	3	24
720	1	3	23
722	1	3	22
724	1	3	21
726	1	3	20
728	1	3	19
730	1	3	18
732	1	3	17
734	1	3	16
736	1	3	15
738	1	3	14
740	1	3	13
742	1	3	12
744	1	3	11
746	1	3	10
748	1	3	9
750	1	3	8
