TABLE CRVSiPM
#channel,pedestal,calibPulseHeight,calibPulseArea
102,2069.25,13.6532,374.765
103,2048.64,12.0522,333.078
104,2029.19,12.1072,342.3
105,2030.94,11.806,343.505
106,2047.25,12.8513,368.463
107,2052.45,11.5951,333.491
108,2059.59,11.9909,349.043
109,2037.95,11.303,328.353
110,2038.63,13.242,363.435
111,2067.87,11.625,334.508
112,2054.79,13.0671,366.536
113,2060.8,13.7232,400.083
114,2047.39,12.9491,356.757
115,2054.58,12.8822,370.544
116,2049.28,13.1773,360.277
117,2048.49,13.3751,365.718
118,2061.82,13.525,366.628
119,2061.23,14.0224,394.273
120,2044.57,13.4618,360.393
121,2052.86,13.3341,368.357
122,2057.41,12.9466,357.347
123,2046.92,12.4848,349.579
124,2045.13,12.9158,363.48
125,2043.12,13.2893,371.423
126,2056.55,13.5139,368.174
127,2052.5,12.3753,351.732
128,2047.26,12.4554,359.127
129,2046.33,12.5118,346.048
130,2038.42,12.9395,353.239
131,2046,13.4322,374.651
132,2027.72,12.6287,342.315
133,2040,12.9169,346.103
134,2043.36,13.4933,335.2
135,2042.18,14.4715,374.252
136,2042.12,12.6949,363.212
137,2021.09,11.5709,331.48
138,2039.92,13.3326,375.293
139,2033.05,12.0725,360.052
140,2054.41,13.4469,370.138
141,2048.95,13.9312,373.851
142,2035.79,13.3547,366.065
143,2035.93,12.8267,343.014
144,2050.47,12.2289,367.654
145,2040.37,12.9581,363.415
146,2050.09,12.1045,337.825
147,2052.16,12.7716,358.399
148,2040.38,12.1021,323.653
149,2037.87,12.8274,355.966
150,2055.06,13.7562,357.42
151,2054.66,14.707,396.04
152,2054.58,13.3913,383.887
153,2050.94,11.9771,353.27
154,2053.14,12.2009,361.757
155,2042.01,11.8975,347.293
156,2047.9,13.7332,369.806
157,2037.84,13.2304,380.03
158,2046.51,12.8318,331.05
159,2066.93,12.549,346.191
160,2043.1,11.833,335.101
161,2058.16,12.9914,364.292
162,2063.93,13.4363,374.624
163,2050.83,12.763,363.824
164,2049.75,12.6671,339.044
165,2053.32,12.4604,348.513
166,2049.24,13.6086,349.463
167,2041.08,14.3583,385.798
168,2054.45,13.2639,367.711
169,2043.17,12.567,357.481
170,2039.03,12.9313,360.958
171,2053.42,13.5499,387.735
172,2053.14,11.9052,335.608
173,2046.82,12.6556,357.139
174,2057.47,13.0743,349.947
175,2046.66,14.2765,365.158
176,2044.75,12.3337,347.203
177,2024.69,12.3972,355.856
178,2063.39,12.1726,353.979
179,2039.78,11.7743,364.422
180,2047.48,12.401,345.575
181,2047.44,11.7311,329.717
182,2045.69,13.4493,366.487
183,2061.4,12.8746,350.09
184,2039.04,13.3496,366.475
185,2033.52,12.3211,362.438
186,2043.61,12.6009,355.576
187,2034.27,11.5123,335.054
188,2052.88,12.7438,354.911
189,2036.79,12.8017,361.906
190,2058.23,13.0008,357.534
191,2064.15,12.5574,352.228
192,2049.53,12.8656,365.22
193,2023.96,12.3788,352.655
194,2040.44,12.6961,369.622
195,2014.59,10.7557,322.51
196,2030.85,13.0132,365.442
197,2032.75,13.3585,374.469
198,2046.41,14.1649,402.516
199,2035.59,12.0721,351.73
200,2049.77,13.0992,366.982
201,2055.67,12.0645,357.672
202,2055.23,12.5539,362.519
203,2048.51,11.6298,345.895
204,2055.38,13.3257,365.49
205,2051.62,12.2321,353.762
206,2062.24,13.23,382.659
207,2035.95,12.4163,373.711
208,2040.33,12.7413,349.581
209,2046.53,-1,334.172
210,2034.53,12.9565,369.453
211,2062.62,12.2917,368.863
212,2056.02,13.2796,349.563
213,2037.72,-1,-1
214,2049.38,13.7619,366.271
215,2038.46,11.034,345.236
216,2054.22,13.9422,378.085
217,2041.71,11.879,342.996
218,2041.36,12.9349,358.584
219,2049.98,12.2005,357.039
220,2046.5,13.2974,363.981
221,2044.85,12.04,349.364
222,2048.13,14.4559,393.932
223,2050.19,13.1923,366.717
224,2039.54,12.671,358.69
225,2034.94,11.886,340.345
226,2024.96,12.9662,366.145
227,2037.05,12.2819,349.377
228,2035.42,12.4802,359.631
229,2055.26,12.0671,355.064
230,2044.83,13.2815,367.395
231,2041.71,13.2223,370.402
232,2036.8,13.2637,366.508
233,2055.67,11.9286,351.025
234,2054.6,11.1351,320.124
235,2029.16,12.17,391.887
236,2044.46,13.4895,369.67
237,2035.75,12.8013,369.995
238,2048.55,11.8029,339.514
239,2049.93,13.0494,370.079
240,2042.99,12.9864,368.209
241,2040.26,11.9362,348.743
242,2047.98,13.0695,367.504
243,2061.19,14.1992,403.509
244,2031.22,13.1815,362.536
245,2044.99,13.31,375.912
246,2050.08,12.9625,358.219
247,2045.9,13.458,375.445
248,2036.54,12.6974,348.76
249,2037.57,13.3512,376.106
250,2070.6,11.9143,339.983
251,2045.35,13.4872,393.101
252,2043.97,12.557,351.588
253,2048.18,13.9906,399.771
254,2060.09,12.1676,338.08
255,2040.99,14.048,387.966
256,2039.87,12.6909,354.225
257,2057.93,12.7873,340.348
258,2035.45,12.0083,323.525
259,2039.83,14.4983,388.992
260,2046.61,12.7587,342.96
261,2062.43,13.4239,339.561
262,2021.6,14.3581,358.912
263,2039.35,14.0851,334.248
264,2032.54,11.8738,380.571
265,2043.2,13.099,355.78
266,2054.77,-1,378.784
267,2041.42,12.8219,346.697
268,2045.81,12.4443,361.262
269,2042,12.1058,308.283
270,2050.61,12.8892,349.016
271,2046.74,13.9269,367.837
272,2041.56,12.8805,359.54
273,2047.98,12.5621,350.376
274,2051.59,12.1131,363.479
275,2031.87,11.9288,333.622
276,2035.97,13.4733,366.615
277,2055.88,12.1574,311.196
278,2031.8,13.871,376.254
279,2039.85,13.0014,346.389
280,2037.17,12.867,410.511
281,2054.99,11.4396,327.213
282,2043.95,11.3552,361.104
283,2039.59,12.3226,349.909
284,2032.91,12.5977,355.225
285,2047.59,12.5847,354.232
286,2033.95,13.9725,398.805
287,2041.67,12.2921,334.69
288,2038.2,12.1063,334.983
289,2065.18,12.0647,348.854
290,2047.75,12.109,345.936
291,2042.03,12.7955,369.916
292,2039.06,12.6581,360.897
293,2042.55,13.3239,363.327
294,2061.31,13.1412,359.439
295,2044.8,15.1059,394.288
296,2041.05,11.7451,338.275
297,2058.97,11.8776,368.8
298,2056.69,11.9307,359.679
299,2041.7,12.3493,361.849
300,2046.01,13.766,384.659
301,2046.1,12.883,352.276
302,2041.76,12.856,365.138
303,2047.65,12.9501,341.662
304,2047.35,13.2298,375.8
305,2038.06,12.7402,376.681
306,2035.41,11.3582,332.602
307,2025.25,12.0351,371.056
308,2031.98,13.34,359.643
309,2056.76,12.7598,362.288
310,2058.31,13.1626,364.079
311,2048.4,13.1292,366.713
312,2047.36,12.0216,383.823
313,2038.43,11.9926,360.592
314,2044.47,12.5661,435.372
315,2044.38,11.1052,369.944
316,2051.55,13.3391,399.71
317,2041.94,13.0868,388.185
318,2048.35,13.3647,376.387
319,2039.8,12.2283,356.416
320,2035.34,12.6982,390.076
321,2055.98,13.2456,373.529
322,2028.07,13.178,410.588
323,2060.32,13.0147,370.484
324,2043.22,13.328,380.676
325,2047.92,13.8932,385.182
326,2050.31,13.1991,384.157
327,2045.01,14.3126,376.495
328,2045.54,-1,397.75
329,2039.38,12.3113,339.687
330,2050.51,11.4675,384.604
331,2044.62,12.4033,357.434
332,2048.35,11.751,389.652
333,2047.93,12.8567,357.759
334,2046.32,12.4674,369.187
335,2050.94,14.4393,390.465
336,2044.15,12.8826,390.73
337,2038.15,12.1339,346.188
338,2047.19,11.2539,342.765
339,2047.99,12.0234,351.349
340,2044.92,11.9418,335.996
341,2034.33,11.7644,335.774
342,2046.07,11.9692,343.755
343,2046.93,13.0382,371.939
344,2041.72,11.36,335.788
345,2041.04,11.753,344.362
346,2050.13,10.4458,336.194
347,2066,11.2831,331.279
348,2033.72,12.6426,362.582
349,2043.89,12.4183,363.245
350,2032.3,12.3164,357.701
351,2044.74,11.3689,327.765
352,2039.09,13.3592,391.134
353,2041.99,12.506,347.954
354,2054.58,12.6115,385.999
355,2051.09,12.7291,357.692
356,2041.06,12.0902,339.361
357,2035.59,12.7769,341.853
358,2035.17,12.5557,366.996
359,2040.29,12.1978,335.701
360,2037.57,-1,349.957
361,2053.82,12.0791,346.619
362,2053.88,-1,358.902
363,2037.86,12.3729,357.737
364,2052.91,12.1037,369.097
365,2035.31,11.8819,334.945
366,2052.33,12.1848,378.867
367,2041.81,12.0275,338.901
368,2049.64,12.8545,391.12
369,2056.12,12.7749,367.57
370,2037.78,11.2131,360.754
371,2045.05,12.3915,353.596
372,2037.69,12.5552,373.645
373,2053.18,12.2912,344.788
374,2011.41,11.768,350.885
375,2033.17,12.573,339.501
376,2034.66,12.5048,369.993
377,2042.08,10.796,306.14
378,2051.79,11.7972,344.267
379,2051.03,12.4852,350.093
380,2058.37,13.2253,372.328
381,2044.63,12.4676,344.8
382,2033.42,13.2224,381.794
383,2049.48,12.9515,358.402
384,2050.23,11.8604,333.888
385,2050.86,14.2667,396.777
386,2055.49,11.5542,325.904
387,2035.12,13.9071,367.76
388,2053,12.8142,337.756
389,2052.74,14.6961,400.188
390,2065.86,12.9571,332.517
391,2053.98,15.0751,355.483
392,2049.32,-1,350.224
393,2040.49,13.0357,361.929
394,2060.53,10.7672,318.105
395,2050.52,12.8698,358.744
396,2027.23,11.4778,323.032
397,2041.87,13.018,326.183
398,2045.36,12.3129,342.736
399,2045.7,12.6669,320.298
400,2037.71,13.0054,414.003
401,2061.13,13.0865,366.344
402,2054.74,13.1877,419.006
403,2043.67,13.6831,383.031
404,2044.78,13.4712,377.201
405,2055.46,13.7647,371.939
406,2062.39,13.9351,359.794
407,2057.98,13.8922,376.92
408,2052.68,13.5625,411.109
409,2033.6,13.3457,379.254
410,2060.44,13.4773,377.171
411,2049.51,12.4901,352.352
412,2056.34,15.2601,420.689
413,2051.81,12.8621,362.276
414,2047.48,14.1986,377.647
415,2051.56,14.0213,376.153
416,2046.42,11.9949,346.379
417,2042.23,12.6504,361.791
418,2050.77,12.8938,375.177
419,2037.73,11.8381,340.344
420,2060.81,12.2265,336.924
421,2041.88,12.8357,345.826
422,2065.46,12.0725,323.214
423,2061,13.7201,361.335
424,2046.5,14.1143,394.725
425,2041.93,12.0773,347.395
426,2059.51,12.9083,372.373
427,2050.34,11.6999,338.88
428,2065.86,13.5345,374.006
429,2035.13,12.8218,344.678
430,2040.1,14.6041,390.701
431,2055.01,12.8708,360.222
432,2050.95,12.162,344.41
433,2050.39,12.1445,351.671
434,2047.09,11.7224,335.022
435,2039.29,11.0961,316.035
436,2052.12,12.4814,356.639
437,2047.95,12.1716,340.996
438,2038.36,13.272,357.246
439,2039.2,12.8773,357.332
440,2043.1,12.1274,341.689
441,2053.99,13.3347,375.239
442,2038.85,11.9506,338.051
443,2043.18,12.6663,366.158
444,2045.44,12.5176,348.345
445,2040.43,12.9347,362.861
446,2059.45,12.4731,354.749
447,2049.05,13.0029,357.056
448,2054.4,13.4008,374.588
449,2048.86,13.0923,376.376
450,2052.04,13.5694,381.764
451,2056.69,12.2727,352.923
452,2042.21,13.6703,384.238
453,2057.15,13.0168,359.094
454,2045.33,13.2583,384.746
455,2033.02,12.9776,370.741
456,2040.64,-1,393.142
457,2057.65,13.1229,373.607
458,2026.85,-1,373.303
459,2045.82,12.4133,361.422
460,2055.64,12.2867,398.618
461,2036.76,13.9347,400.182
462,2053.68,-1,-1
463,2060.45,12.2766,333.755
464,2048.1,12.3555,360.763
465,2041.57,13.3713,379.029
466,2034.07,13.7978,403.149
467,2053.93,12.8597,366.443
468,2037.48,13.5257,372.785
469,2044.67,13.2736,368.518
470,2043.89,14.5667,394.728
471,2049.63,13.4657,368.267
472,2061.21,13.8788,388.875
473,2054.31,13.5199,385.146
474,2063.16,13.1734,380.489
475,2061.48,13.171,366.129
476,2065.15,13.2863,364.674
477,2047.24,12.8973,345
478,2035.77,13.1315,359.096
479,2049.86,13.606,374.235
480,2050.17,12.826,372.127
481,2052.99,12.4209,354.142
482,2051.43,12.7334,355.463
483,2058.89,12.8614,367.081
484,2056.26,12.5576,352.665
485,2053.74,12.6253,357.541
486,2057.39,12.4095,337.459
487,2048.84,12.4274,347.489
488,2059.19,11.7437,336.093
489,2049.71,11.8091,346.65
490,2035.44,10.9267,349.4
491,2052.13,13.0939,366.948
492,2043.08,13.5274,365.422
493,2047.72,13.3122,363.964
494,2067.89,12.6835,353.211
495,2048.92,12.6921,350.44
496,2052.36,12.885,397.679
497,2053.47,12.8745,367.894
498,2044.85,13.4967,388.195
499,2058.51,13.0706,370.321
500,2042.98,12.0428,344.149
501,2058.22,13.0411,365.95
502,2043.48,13.07,360.7
503,2041.46,13.1377,358.983
504,2032.17,12.3001,359.056
505,2035.37,12.9758,367.304
506,2035.38,12.4056,362.52
507,2037.8,13.0056,379.75
508,2032.72,13.4968,391.809
509,2031.85,14.2729,404.065
510,2038.98,13.153,376.44
511,2048.19,14.1473,394.376
512,2048.3,12.8122,354.052
513,2049.52,11.8599,348.555
514,2040.76,12.3687,328.037
515,2038.78,12.7205,372.831
516,2032.58,13.9914,356.759
517,2038.46,12.0732,342.303
518,2058.63,14.0808,344.536
519,2041.63,13.9988,353.694
520,2042.34,-1,-1
521,2055.25,11.6842,354.045
522,2056.2,12.0441,344.008
523,2050.44,12.6157,371.786
524,2051.97,12.5102,347.019
525,2038.2,13.3902,382.486
526,2053.59,13.0567,334.497
527,2048.45,13.4867,394.418
528,2036.72,12.5771,355.113
529,2055.06,11.8985,354.588
530,2030.66,12.9391,374.124
531,2052.55,12.315,360.939
532,2038.52,13.5227,368.803
533,2052.87,12.3545,349.11
534,2037.84,13.5145,364.276
535,2050.48,13.017,362.058
536,2045.9,10.7236,304.897
537,2049.31,13.8817,398.721
538,2066.74,-1,301.071
539,2052.9,12.787,375.654
540,2072.54,13.4834,367.549
541,2042.35,11.6355,313.644
542,2031.55,12.2314,337.239
543,2051.54,13.0486,361.47
544,2048.45,13.6227,395.416
545,2054.63,13.0052,364.781
546,2032.25,12.7386,377.907
547,2046.11,12.3958,356.372
548,2029.13,13.5956,363.221
549,2050.79,12.7282,341.25
550,2031.74,15.1704,387.162
551,2029.93,14.4222,399.049
552,2052.33,-1,-1
553,2044.97,13.3297,368.408
554,2046.16,11.6322,367.188
555,2043.57,12.239,354.883
556,2036.47,13.0003,397.525
557,2045.41,13.6147,358.211
558,2055.22,14.3331,412.751
559,2053.42,13.8334,379.858
560,2052.87,-1,383.504
561,2047.6,12.7956,370.45
562,2050.17,-1,381.139
563,2044.2,12.5785,362.625
564,2029.57,-1,373.082
565,2053.32,12.8347,366.712
566,2050.3,12.6322,357.869
567,2053.35,12.4343,343.608
568,2053.45,11.3036,334.068
569,2079.7,12.7949,368.225
570,2047.02,-1,318.319
571,2046.99,12.1785,358.953
572,2055.83,11.2131,321.414
573,2051.81,12.837,370.715
574,2056.44,-1,297.518
575,2059.39,13.2198,367.171
576,2034.26,12.8428,369.834
577,2060.66,12.7775,370.506
578,2055.47,12.1232,349.19
579,2035.09,12.7718,364.367
580,2041.45,12.6834,348.046
581,2047.21,12.4942,329.864
582,2043.33,13.3628,364.95
583,2034.48,12.4515,332.654
584,2038.51,12.7603,364.855
585,2042.63,12.6556,359.496
586,2060.69,12.6644,364.55
587,2057.04,12.4861,362.297
588,2043.67,13.5258,360.775
589,2044.77,12.7731,365.168
590,2023.59,13.6966,388.809
591,2043.75,13.1058,359.778
592,2043.89,13.5089,387.173
593,2041.09,13.6274,387.223
594,2045.43,12.1377,351.726
595,2051.48,13.8591,393.587
596,2054.18,12.848,366.929
597,2076.29,11.6847,331.934
598,2047.08,14.0424,383.574
599,2052.34,12.7402,349.82
600,2054.24,12.7029,367.238
601,2050.02,12.7639,361.114
602,2059.24,12.6334,366.219
603,2061.25,12.4624,353.214
604,2052.77,13.1773,370.265
605,2057.05,12.1296,353.896
606,2035.82,12.7103,355.4
607,2056.56,13.6508,379.478
608,2033.53,11.698,338.49
609,2047.51,12.0795,353.234
610,2049.8,12.3608,352.422
611,2057.04,12.2718,347.651
612,2022.38,13.0103,370.588
613,2026.58,11.6954,307.411
614,2037.83,13.5383,377.917
615,2033.69,12.9108,351.349
616,2051.74,12.1806,342.203
617,2035.13,12.6942,362.169
618,2034.37,12.1142,353.131
619,2043.49,11.5328,343.718
620,2051.13,12.4576,349.526
621,2054.61,12.58,356.571
622,2041.08,12.9377,365.279
623,2049.87,12.9088,366.563
624,2038.16,12.2046,351.536
625,2046.41,11.838,342.683
626,2040.3,12.2353,348.543
627,2054.19,12.6318,364.11
628,2045.68,12.3391,344.449
629,2016.09,12.3822,352.67
630,2043.1,12.3453,338.649
631,2046.9,12.6584,340.308
632,2039.38,11.9459,380.945
633,2037.05,12.1238,345.236
634,2044.36,12.1888,380.186
635,2066.62,12.2369,351.24
636,2034.25,12.3398,354.612
637,2043.94,12.8525,362.599
638,2044.29,12.5904,370.038
639,2050.39,12.7316,360.142
640,2040.81,12.5751,357.708
641,2046.36,12.7034,367.005
642,2048.41,13.5314,371.39
643,2041.46,13.602,365.172
644,2057.04,13.472,370.912
645,2025.61,13.7831,358.871
646,2051.56,14.7351,365.378
647,2031.16,14.5498,345.229
648,2045.91,13.6556,398.064
649,2042.86,-1,387.597
650,2041.52,12.409,372.899
651,2053,11.3483,375.766
652,2051.83,12.0257,315.64
653,2034.67,11.524,352.325
654,2049.13,13.5448,367.808
655,2041.07,13.8976,402.338
656,2057.74,-1,395.124
657,2027.07,12.3371,359.391
658,2037.64,-1,356.344
659,2045.45,11.6033,355.273
660,2039.92,11.9837,352.386
661,2048.11,12.5119,362.765
662,2056.04,12.9338,373.505
663,2042.87,13.8344,378.19
664,2040.01,11.2118,364.807
665,2040.16,12.6659,372.902
666,2040.98,-1,351.763
667,2055.44,12.0462,366.096
668,2049.93,11.3787,318.404
669,2031.67,12.3364,363.181
670,2045.29,13.5737,395.353
671,2041.34,12.5996,363.476
672,2044.62,12.1461,354.381
673,2043.05,11.9189,341.812
674,2045.42,13.0003,366.908
675,2042.19,11.6017,338.716
676,2044.75,13.7208,375.729
677,2024.01,11.569,320.138
678,2038.17,14.4728,397.65
679,2060.44,11.9223,317.923
680,2062.05,12.8766,375.57
681,2047.17,11.3597,331.59
682,2051.28,12.6266,363.96
683,2060.47,11.8672,353.287
684,2062.18,13.5669,368.583
685,2046.14,12.594,361.153
686,2030.19,13.2139,368.096
687,2043.56,11.5374,326.524
688,2046.66,12.7871,398.874
689,2044.76,12.5665,362.923
690,2043.19,12.2012,356.789
691,2042.75,12.9169,367.497
692,2066.39,12.9762,373.849
693,2052.69,14.1896,394.14
694,2051.56,12.78,339.065
695,2052.73,12.579,352.679
696,2036.75,12.6857,367.22
697,2043.06,12.0698,386.442
698,2051.47,11.5723,364.714
699,2038.68,11.6194,348.357
700,2051.5,13.1505,371.532
701,2040.93,13.3991,369.328
702,2056.42,13.5199,379.873
703,2047.01,12.2688,355.402
704,2055.6,14.0582,396.271
705,2039.2,13.7662,394.192
706,2045.26,13.7897,395.033
707,2026.17,11.8786,344.968
708,2046.31,14.1633,390.263
709,2042.78,12.2517,329.304
710,2047.64,13.8244,380.607
711,2049.09,12.3213,354.485
712,2053.04,12.9682,387.814
713,2034.97,11.9736,344.418
714,2047.01,11.9933,370.263
715,2039.89,11.9228,351.709
716,2044.1,12.8117,364.462
717,2060.93,12.3922,353.344
718,2043.95,12.496,357.626
719,2061.45,13.0468,376.299
720,2057.77,12.9895,378.96
721,2054.51,12.2484,360.165
722,2037.11,13.2803,385.033
723,2042.98,12.0653,348.117
724,2035.73,13.4158,378.642
725,2046.6,13.5181,382.049
726,2037.15,13.7128,372.767
727,2041.97,12.6293,358.384
728,2055.29,12.3733,370.586
729,2055.59,12.9647,375.742
730,2037.27,12.6769,372.586
731,2038.74,12.5742,366.353
732,2037.53,12.1325,353.296
733,2041.08,12.197,354.406
734,2039.83,13.003,365.305
735,2046.59,13.0035,373.436
736,2033.06,11.6818,362.356
737,2052.63,12.8308,386.462
738,2053.31,12.3301,379.523
739,2049,12.4031,358.935
740,2055.81,12.4101,355.404
741,2043.72,12.2293,353.662
742,2037.33,13.4703,378.962
743,2047.87,12.5012,355.267
744,2053.97,12.6662,397.703
745,2063.19,12.9866,381.206
746,2054.56,13.0671,381.056
747,2040.48,12.5776,367.495
748,2053.39,-1,371.06
749,2050.38,12.6563,368.719
750,2048.73,12.6123,374.009
751,2070.09,12.4169,371.076
752,2050.56,12.9833,379.001
753,2046.53,13.0658,373.627
754,2038.56,11.6582,345.896
755,2046.63,11.9723,348.175
756,2047.9,12.4171,356.149
757,2044.91,12.1508,348.292
758,2044.67,13.0115,359.927
759,2040.81,12.6846,361.884
760,2031.76,12.1804,358.593
761,2047.99,12.2795,358.321
762,2050.32,11.9743,354.566
763,2043.86,12.2492,362.529
764,2044.18,11.9201,354.469
765,2037.09,12.3926,359.983
766,2038.22,12.7987,370.88
767,2042.79,12.2385,361.362
768,2047.87,12.4802,360.449
769,2035.71,13.2276,378.075
770,2030.22,12.7799,349.49
771,2040.18,14.604,405.706
772,2028.14,14.5595,380.088
773,2043.87,12.8085,328.843
774,2040.16,14.9301,368.2
775,2037.43,15.8633,401.34
776,2039.52,12.0393,373.223
777,2047.92,13.1197,384.122
778,2045.81,12.2639,377.732
779,2049.2,13.3679,383.647
780,2043.45,13.1578,378.027
781,2045.18,14.0599,387.756
782,2058.39,13.3369,361.975
783,2046.38,13.5199,358.404
784,2062.18,12.6501,353.98
785,2026.4,12.7615,367.132
786,2037.53,11.4879,332.45
787,2032.64,13.118,374.022
788,2040.86,12.2465,347.888
789,2036.2,12.1726,338.658
790,2061.95,11.5492,315.499
791,2053.17,13.0412,362.656
792,2056.92,-1,-1
793,2049.31,12.8933,378.096
794,2033.26,-1,337.166
795,2042.64,12.5548,409.112
796,2047.9,11.1255,312.211
797,2054.84,12.6078,354.349
798,2042.55,-1,-1
799,2032.17,12.8777,359.351
800,2052.46,12.4055,347.156
801,2054.54,13.5407,395.162
802,2031.2,13.1295,368.326
803,2042.7,12.7762,367.252
804,2046.11,11.5394,298.595
805,2045.81,13.6861,388.608
806,2045.06,14.0657,371.799
807,2039.02,14.0967,381.431
808,2048.82,12.189,339.55
809,2049.83,12.8165,369.67
810,2053.48,12.1313,343.825
811,2053.28,13.3206,390.934
812,2063.6,12.2914,332.4
813,2037.86,13.7085,395.082
814,2052.81,12.8343,354.539
815,2052.9,13.597,385.882
816,2050.79,12.9025,350.867
817,2037.88,12.7614,363.728
818,2034.92,12.8007,358.033
819,2049,13.4192,388.791
820,2050.35,12.4732,336.364
821,2042.37,13.4654,380.473
822,2035.33,13.2831,358.453
823,2041.73,13.2041,364.229
824,2043.63,12.8437,353.926
825,2037.66,13.0573,375.068
826,2057.76,12.6288,341.78
827,2042.9,12.1916,352.869
828,2049.22,12.396,336.302
829,2043.59,13.463,377.986
830,2039.51,13.0466,353.263
831,2037.1,14.0616,391.845
832,2044.63,12.9693,363.534
833,2027.94,12.9523,367.769
834,2068.65,12.774,358.263
835,2038.57,11.9916,340.758
836,2054.19,12.3708,349.955
837,2044.22,13.4279,380.247
838,2059.3,12.9375,344.238
839,2040.01,13.2968,388.042
840,2053.59,12.8004,364.183
841,2026.21,12.685,369.481
842,2062.04,11.9454,347.725
843,2047.43,12.8541,371.904
844,2044.08,12.8276,350.799
845,2038.9,13.2777,371.172
846,2052.33,12.374,352.899
847,2044.42,13.1224,376.598
848,2037.95,11.7216,347.096
849,2047.75,14.069,399.874
850,2047.98,12.7661,371.352
851,2036.54,13.4686,390.155
852,2045.55,11.5584,337.535
853,2034.97,13.364,366.924
854,2029.03,13.2322,365.871
855,2049.24,13.7455,388.137
856,2040.59,12.2188,382.645
857,2043.5,13.8492,390.318
858,2050.95,12.8718,375.005
859,2039.05,12.7613,366.202
860,2049.42,12.8904,372.071
861,2053.45,14.3907,402.106
862,2037.31,13.2001,372.489
863,2051.82,-1,-1
864,2041.03,12.1261,346.054
865,2040.33,13.2485,380.653
866,2039.67,11.9041,355.619
867,2043.04,12.225,358.418
868,2038.02,12.647,358.514
869,2046.01,11.6562,333.511
870,2045.67,12.5441,348.772
871,2037.65,13.2759,373.505
872,2045.93,12.6787,356.752
873,2046.04,11.2063,327.681
874,2067.76,12.4591,364.289
875,2044.02,12.6702,365.578
876,2028.54,12.3648,346.039
877,2056.58,11.9541,338.56
878,2047.25,12.7248,353.318
879,2063.68,12.8092,365.387
880,2051.96,11.3081,333.314
