-300	0	
-298	0	
-296	0	
-294	0	
-292	0	
-290	0	
-288	0	
-286	0	
-284	0	
-282	0	
-280	0	
-278	0	
-276	0	
-274	0	
-272	0	
-270	0	
-268	1	
-266	0	
-264	0	
-262	0	
-260	0	
-258	1	
-256	0	
-254	0	
-252	0	
-250	0	
-248	0	
-246	1	
-244	0	
-242	0	
-240	0	
-238	0	
-236	0	
-234	1	
-232	0	
-230	0	
-228	0	
-226	1	
-224	1	
-222	0	
-220	0	
-218	0	
-216	0	
-214	0	
-212	0	
-210	0	
-208	1	
-206	0	
-204	0	
-202	0	
-200	0	
-198	0	
-196	0	
-194	0	
-192	0	
-190	0	
-188	0	
-186	0	
-184	0	
-182	0	
-180	0	
-178	0	
-176	0	
-174	0	
-172	0	
-170	0	
-168	0	
-166	0	
-164	0	
-162	0	
-160	0	
-158	0	
-156	0	
-154	0	
-152	0	
-150	0	
-148	0	
-146	0	
-144	0	
-142	0	
-140	0	
-138	4	
-136	2	
-134	3	
-132	2	
-130	2	
-128	3	
-126	5	
-124	1	
-122	1	
-120	2	
-118	2	
-116	5	
-114	5	
-112	3	
-110	2	
-108	4	
-106	2	
-104	7	
-102	42	
-100	13	
-98	3	
-96	3	
-94	6	
-92	1	
-90	4	
-88	4	
-86	0	
-84	644	
-82	1415	
-80	870	
-78	753	
-76	694	
-74	657	
-72	692	
-70	1265	
-68	4063	
-66	5760	
-64	8789	
-62	17053	
-60	12084	
-58	15959	
-56	20128	
-54	20318	
-52	19804	
-50	16488	
-48	15012	
-46	13950	
-44	14803	
-42	14893	
-40	13925	
-38	12901	
-36	12081	
-34	12068	
-32	12693	
-30	13503	
-28	13896	
-26	14056	
-24	13810	
-22	13795	
-20	14425	
-18	15541	
-16	16450	
-14	17453	
-12	18129	
-10	18246	
-8	18980	
-6	19757	
-4	20253	
-2	20633	
0	21341	
2	20515	
4	20343	
6	20243	
8	19468	
10	18726	
12	18300	
14	17644	
16	16623	
18	15461	
20	14540	
22	14266	
24	14596	
26	14424	
28	13900	
30	13543	
32	12629	
34	12415	
36	13258	
38	14262	
40	14726	
42	14838	
44	14784	
46	15288	
48	18698	
50	20886	
52	20981	
54	20927	
56	13785	
58	15768	
60	14220	
62	5700	
64	4232	
66	1380	
68	738	
70	703	
72	770	
74	815	
76	974	
78	1610	
80	1214	
82	9	
84	10	
86	9	
88	6	
90	11	
92	8	
94	9	
96	15	
98	17	
100	43	
102	0	
104	1	
106	1	
108	0	
110	1	
112	2	
114	2	
116	1	
118	0	
120	0	
122	1	
124	1	
126	2	
128	2	
130	0	
132	3	
134	0	
136	0	
138	0	
140	0	
142	0	
144	0	
146	1	
148	1	
150	0	
152	0	
154	0	
156	0	
158	0	
160	0	
162	0	
164	0	
166	0	
168	0	
170	0	
172	0	
174	0	
176	0	
178	0	
180	0	
182	0	
184	0	
186	0	
188	0	
190	0	
192	0	
194	0	
196	0	
198	0	
200	0	
202	0	
204	0	
206	0	
208	0	
210	0	
212	0	
214	0	
216	0	
218	0	
220	0	
222	0	
224	0	
226	0	
228	0	
230	0	
232	0	
234	0	
236	0	
238	0	
240	0	
242	0	
244	0	
246	0	
248	0	
250	0	
252	0	
254	0	
256	0	
258	0	
260	0	
262	0	
264	0	
266	0	
268	0	
270	0	
272	0	
274	0	
276	0	
278	0	
280	0	
282	0	
284	0	
286	0	
288	0	
290	0	
292	0	
294	0	
296	0	
298	0	
300	0	
